b
29.898826 46.460022
29.890661 46.464999
29.870817 46.483282
29.867768 46.487253
29.867485 46.487254
29.852937 46.487330
29.840328 46.489084
29.839874 46.489365
29.830509 46.495169
29.823585 46.507779
29.823370 46.507672
29.786998 46.489548
29.775939 46.487253
29.742970 46.499785
29.728190 46.500920
29.728306 46.501125
29.735632 46.514122
29.747931 46.524076
29.762297 46.531193
29.775939 46.535603
29.758886 46.565180
29.749124 46.572100
29.728190 46.576474
29.720955 46.574669
29.711654 46.571317
29.703489 46.571317
29.703386 46.571574
29.700182 46.579620
29.695841 46.582302
29.695721 46.582314
29.685815 46.583334
29.666592 46.582663
29.666841 46.582995
29.689743 46.613555
29.698114 46.634185
29.689795 46.654814
29.679821 46.670544
29.664938 46.707315
29.652432 46.719615
29.647161 46.720750
29.628145 46.719615
29.620393 46.721240
29.616776 46.724979
29.614812 46.729517
29.611401 46.733205
29.616672 46.733205
29.618843 46.738156
29.618171 46.744035
29.614812 46.746846
29.608921 46.745866
29.605717 46.743777
29.603443 46.741611
29.600756 46.740683
29.590214 46.730007
29.576882 46.708862
29.562722 46.693313
29.549390 46.699760
29.542517 46.699760
29.532278 46.690288
29.530838 46.688955
29.512079 46.693313
29.511860 46.693539
29.498127 46.707728
29.501641 46.727016
29.495026 46.734649
29.494406 46.744113
29.495543 46.755252
29.494096 46.767914
29.488670 46.778718
29.476629 46.795711
29.474252 46.805124
29.474252 46.829131
29.471152 46.847491
29.461787 46.857180
29.459886 46.859146
29.459745 46.859171
29.436115 46.863324
29.416168 46.858424
29.397254 46.848625
29.376170 46.841044
29.350022 46.842849
29.335315 46.849991
29.332659 46.851281
29.316329 46.864510
29.303410 46.880730
29.295503 46.897981
29.309301 46.894113
29.325011 46.894113
29.341392 46.897723
29.366869 46.908682
29.370538 46.908528
29.372863 46.909946
29.378031 46.918455
29.377222 46.918229
29.373793 46.917269
29.373563 46.917617
29.369452 46.923819
29.364285 46.938827
29.370434 46.938827
29.379490 46.935247
29.380566 46.934821
29.381131 46.934598
29.382578 46.947439
29.378031 46.976372
29.371726 46.984263
29.371345 46.984530
29.363763 46.989863
29.329558 47.013917
29.329334 47.013990
29.305115 47.021911
29.298642 47.025662
29.295503 47.027481
29.291524 47.034185
29.292868 47.040838
29.292625 47.041623
29.291318 47.045841
29.290876 47.045912
29.278502 47.047904
29.264446 47.053732
29.264371 47.053784
29.249976 47.063917
29.249860 47.063953
29.236954 47.067888
29.227239 47.054711
29.221038 47.054711
29.220807 47.054969
29.213183 47.063479
29.212765 47.063645
29.200574 47.068507
29.188171 47.068172
29.179386 47.061519
29.180213 47.050792
29.188171 47.040219
29.194269 47.029338
29.189670 47.017218
29.179696 47.015078
29.167191 47.018249
29.156545 47.019126
29.148277 47.002107
29.130604 46.987409
29.124713 46.979724
29.118903 46.983811
29.098978 46.997826
29.098683 46.997965
29.084922 47.004428
29.069522 47.007058
29.069621 47.007219
29.078927 47.022375
29.094637 47.040374
29.112414 47.055330
29.144867 47.068353
29.163677 47.097208
29.179386 47.102365
29.163677 47.136042
29.163333 47.136434
29.125324 47.179782
29.093810 47.215723
29.080478 47.237590
29.079238 47.252984
29.088643 47.256569
29.123059 47.234392
29.139699 47.234444
29.154323 47.241277
29.165227 47.252984
29.139492 47.280963
29.105696 47.295738
29.082907 47.311339
29.090710 47.342180
29.107505 47.358993
29.110967 47.368792
29.108287 47.374426
29.104197 47.383026
29.093190 47.392154
29.092981 47.392243
29.049058 47.410927
29.048899 47.411054
29.033556 47.423330
29.025184 47.437693
29.021670 47.454841
29.021050 47.475651
29.016192 47.486688
28.993351 47.509302
28.986840 47.526760
28.989321 47.531634
28.993971 47.543418
28.995832 47.555357
28.990664 47.560824
28.988390 47.565182
28.980949 47.591819
28.975988 47.647750
28.980949 47.669772
29.018053 47.730938
29.018673 47.757601
28.980949 47.779468
28.980600 47.779538
28.942262 47.787293
28.861370 47.803656
28.840925 47.814730
28.829330 47.821010
28.830571 47.844888
28.813414 47.869205
28.785131 47.886629
28.784493 47.886552
28.754193 47.882924
28.719466 47.902728
28.698486 47.926348
28.681846 47.934600
28.651977 47.923047
28.643192 47.927276
28.636267 47.933878
28.631255 47.937436
28.619317 47.936508
28.610739 47.933156
28.559786 47.902263
28.538082 47.897802
28.528212 47.912991
28.532811 47.923744
28.543663 47.932846
28.563093 47.944296
28.589810 47.966317
28.597303 47.970959
28.607328 47.970959
28.618490 47.967555
28.627585 47.966833
28.631255 47.974595
28.632753 47.988081
28.629859 47.995508
28.620713 47.998782
28.608982 47.999479
28.583557 48.005564
28.555549 48.019283
28.538082 48.023666
28.517721 48.024363
28.501082 48.016601
b
30.471786 -1.064703
30.460829 -1.061301
30.445614 -1.056577
30.432023 -1.058433
30.418897 -1.064313
30.403188 -1.068232
30.386341 -1.066066
30.369288 -1.061115
30.352752 -1.058639
30.337455 -1.064106
30.329032 -1.078340
30.322572 -1.119599
30.317405 -1.134761
30.311307 -1.139816
30.294564 -1.147345
30.290950 -1.150316
30.287536 -1.153121
30.284642 -1.159104
30.282420 -1.173441
30.280508 -1.180043
30.269759 -1.198093
30.256685 -1.214803
30.212192 -1.256990
30.196740 -1.266170
30.189351 -1.268336
30.181392 -1.268955
30.173434 -1.270295
30.165579 -1.274937
30.158448 -1.288552
30.152350 -1.327232
30.147183 -1.342395
30.136331 -1.352503
30.095506 -1.368387
30.065984 -1.384171
30.060780 -1.386954
